,age,hrswork1,uhrswork,incwage,ran,wageW,LwageW,educ
2882-1,22,10,25,2505,0.256021041,313.125,5.746602472,16
2883-1,61,20,6,3135,1.452118624,82.5,4.412798293,16
2884-1,20,24,40,8185,1.723554917,170.5208333,5.138857479,13
2885-1,29,40,40,17165,1.976400614,330.0961538,5.799383987,14
2886-1,55,36,37,5335,1.799327321,133.375,4.89316471,10
2887-1,26,38,38,5005,1.17685739,178.75,5.185988182,12
2888-1,33,21,35,12605,1.799559686,300.1190476,5.704179221,12
2889-1,28,60,70,14005,0.457316171,269.3269231,5.595925969,20
2890-1,18,36,25,3735,1.17704086,74.7,4.313480092,11
2891-1,40,40,39,10925,0.571771525,210.0961538,5.347565301,14
2892-1,22,40,40,9145,1.637159847,175.8653846,5.169718842,12
2893-1,49,40,40,9005,1.885611564,173.1730769,5.154291539,12
2894-1,20,45,40,4605,1.177302096,127.9166667,4.85137901,13
2895-1,21,0,43,6505,0.257716049,125.0961538,4.829082672,12
2896-1,49,40,40,12005,0.685201958,230.8653846,5.44183479,12
2897-1,34,30,40,19665,1.177585218,437,6.079933195,14
2898-1,44,28,28,3505,1.971470658,94.72972973,4.551027887,12
2899-1,22,20,40,4505,0.506267417,150.1666667,5.011745788,14
2900-1,37,80,70,1005,1.800867263,251.25,5.526448459,15
2901-1,62,25,25,60005,1.17798429,1153.942308,7.050939452,12
2902-1,23,40,40,10005,1.800952479,192.4038462,5.259596528,13
2903-1,46,60,60,6005,1.907867845,115.4807692,4.749104016,9
2904-1,18,24,39,1755,1.178330276,87.75,4.474491862,12
2905-1,20,30,20,2385,1.178361941,68.14285714,4.221606342,13
2906-1,23,39,39,1005,0.347720925,19.32692308,2.961499102,12
2907-1,55,40,40,16005,0.449335203,326.6326531,5.788836154,11
2908-1,21,40,45,2805,1.453770325,70.125,4.250279364,9
2909-1,39,40,40,10005,1.801434439,227.3863636,5.426650613,16
2910-1,35,24,16,9005,1.178703271,176.5686275,5.173709625,14
2911-1,43,40,40,8845,0.258699991,170.0961538,5.136363888,8
2912-1,23,48,48,7485,0.582185108,143.9423077,4.969412578,10
2913-1,38,20,20,4645,0.807364937,122.2368421,4.805960492,12
2914-1,26,40,40,19605,0.539211091,377.0192308,5.932296196,12
2915-1,22,28,28,5205,1.179320272,100.0961538,4.606131262,14
2916-1,47,40,40,14605,0.259257387,304.2708333,5.717918204,13
2917-1,20,35,35,2505,1.868273597,139.1666667,4.935672256,14
2918-1,42,48,40,8845,1.802013256,170.0961538,5.136363888,8
2919-1,41,16,20,1005,0.259294175,41.875,3.73468899,0
2920-1,39,48,48,8005,1.179656945,153.9423077,5.036577907,12
2921-1,43,6,30,3205,1.179666724,84.34210526,4.43488121,12
2922-1,33,33,32,355,1.179694664,44.375,3.792676248,12
2923-1,20,40,30,2105,0.660922378,52.625,3.963191292,12
2924-1,47,40,40,3065,0.687745865,170.2777778,5.13743109,13
2925-1,19,25,40,1625,0.259635504,125,4.828313737,13
2926-1,56,40,40,9195,1.455252524,176.8269231,5.175171418,8
2927-1,25,41,40,19805,0.451799016,380.8653846,5.942445991,16
2928-1,23,48,40,1475,1.179992221,105.3571429,4.657355939,16
2929-1,27,32,40,6005,0.451906119,250.2083333,5.522293904,17
2930-1,47,40,40,9005,1.180343796,173.1730769,5.154291539,12
2931-1,21,40,40,7505,0.451941043,150.1,5.011301739,12
2932-1,31,40,40,7805,1.455918886,150.0961538,5.011276114,12
2933-1,26,40,40,7595,0.260558911,151.9,5.02322241,12
2934-1,22,38,38,7335,1.803542022,146.7,4.988389685,12
2935-1,50,40,40,16405,1.456514932,410.125,6.016461991,15
2936-1,57,40,40,13955,1.180827152,268.3653846,5.592349427,12
2937-1,20,35,30,3205,0.261001289,100.15625,4.606731467,13
2938-1,30,40,38,8395,1.181228086,161.4423077,5.084147851,16
2939-1,32,40,40,16005,1.80423446,307.7884615,5.729412734,12
2940-1,24,40,40,10005,1.804344356,250.125,5.521960793,4
2941-1,40,40,35,7985,1.181397587,190.1190476,5.247650442,16
2942-1,23,45,45,31005,1.083222218,645.9375,6.47070275,14
2943-1,33,37,50,9885,0.689094421,190.0961538,5.247530017,10
2944-1,19,35,35,5045,1.982738264,210.2083333,5.348099102,12
2945-1,56,40,40,8005,1.804895699,174.0217391,5.159180229,11
2946-1,21,40,40,6615,1.80507917,127.2115385,4.845851358,12
2947-1,27,20,40,17505,0.970388763,416.7857143,6.032572215,13
2948-1,60,50,10,16005,0.262080226,444.5833333,6.097137514,17
2949-1,29,0,40,7005,0.707906671,134.7115385,4.90313574,9
2950-1,59,38,38,9805,0.262443442,188.5576923,5.23940402,12
2951-1,57,40,40,9665,0.262550078,193.3,5.264243386,12
2952-1,28,40,40,3805,0.816730317,77.65306122,4.352250972,12
2953-1,45,24,24,2235,1.192872878,149,5.003946306,14
2954-1,40,40,4,7805,1.182700507,150.0961538,5.011276114,12
2955-1,26,0,33,10705,1.170264091,334.53125,5.812730298,17
2956-1,26,40,40,8005,1.806591172,153.9423077,5.036577907,12
2957-1,25,40,40,9685,0.971230678,186.25,5.227089857,12
2958-1,18,15,15,1805,1.326455269,34.71153846,3.547072152,13
2959-1,23,40,40,13315,0.524258707,256.0576923,5.54540278,12
2960-1,25,40,40,9005,0.874241348,225.125,5.416655803,17
2961-1,22,40,40,1805,0.352554955,138.8461538,4.933366513,14
2962-1,62,20,39,5535,0.874607824,128.7209302,4.857646729,12
2963-1,51,16,20,1605,0.567665789,40.125,3.691999581,14
2964-1,49,40,40,14005,0.497021712,269.3269231,5.595925969,12
2965-1,24,35,35,7005,0.602372456,134.7115385,4.90313574,12
2966-1,35,20,30,18895,0.971903559,363.3653846,5.895408897,12
2967-1,53,40,40,1255,0.263978727,78.4375,4.362302129,6
2968-1,64,30,20,3885,0.264140777,74.71153846,4.313634544,12
2969-1,18,20,40,2505,0.26418874,208.75,5.341137364,10
2970-1,52,40,40,6505,0.264189672,141.4130435,4.951684994,11
2971-1,37,44,48,2405,1.184462104,150.3125,5.01271646,11
2972-1,32,40,40,4405,0.972328242,110.125,4.701616084,12
2973-1,49,40,38,9195,1.460033003,187.6530612,5.234594839,12
2974-1,58,40,40,6005,1.078631729,150.125,5.01146828,5
2975-1,37,50,40,5505,1.947263256,105.8653846,4.662168331,8
2976-1,19,28,28,5145,1.989609096,98.94230769,4.59453693,12
2977-1,28,38,38,7605,1.858732663,195,5.272999559,14
2978-1,50,40,48,36005,1.808378845,734.7959184,6.599592799,14
2979-1,20,0,8,25005,1.441641245,1250.25,7.13109881,16
2980-1,22,40,20,1095,1.185114961,52.14285714,3.953987205,12
2981-1,58,40,40,40005,0.264811795,769.3269231,6.645516007,18
2982-1,65,40,40,15325,0.813285355,294.7115385,5.685997042,12
2983-1,23,40,30,5825,1.867435407,116.5,4.757891273,16
2984-1,20,40,40,8005,0.265232287,153.9423077,5.036577907,12
2985-1,38,30,32,4685,1.808748581,90.09615385,4.500877476,14
2986-1,39,0,52,8005,1.536734868,166.7708333,5.116620615,12
2987-1,55,40,40,23765,0.81390189,457.0192308,6.12472547,18
2988-1,23,40,40,16405,1.704891678,315.4807692,5.754097727,14
2989-1,42,8,16,1235,1.18542416,23.75,3.16758253,12
2990-1,33,50,43,16275,1.185461413,312.9807692,5.746141748,16
2991-1,45,40,8,14805,1.461051404,370.125,5.913840786,16
2992-1,42,40,40,17005,1.203720458,347.0408163,5.849442399,12
2993-1,21,20,25,4005,1.809705049,85.21276596,4.445151258,14
2994-1,53,40,40,21005,1.848120708,500.1190476,6.214846165,17
2995-1,25,16,24,5725,1.461239532,110.0961538,4.70135411,12
2996-1,31,40,40,6965,0.266243704,464.3333333,6.140602685,13
2997-1,27,45,9,4765,1.33770844,91.63461538,4.517809098,10
2998-1,31,40,40,16255,1.461444888,312.5961538,5.744912114,18
2999-1,51,40,40,16255,0.26636757,312.5961538,5.744912114,12
3000-1,31,32,30,3745,0.974744558,104.0277778,4.644657957,15
3001-1,29,40,40,14005,0.466555357,269.3269231,5.595925969,16
3002-1,23,40,40,7005,1.893080771,134.7115385,4.90313574,16
3003-1,26,40,40,8845,1.186178997,170.0961538,5.136363888,0
3004-1,37,40,40,7005,1.810624264,134.7115385,4.90313574,12
3005-1,53,37,40,3505,1.810869202,134.8076923,4.903849261,10
3006-1,53,40,40,7505,0.935231801,144.3269231,4.972081025,12
3007-1,33,49,48,8005,0.266710762,163.3673469,5.096001327,12
3008-1,31,40,40,6005,1.186506823,136.4772727,4.916158101,12
3009-1,27,12,12,5005,1.992790494,125.125,4.829313238,12
3010-1,21,40,40,9595,1.186733134,184.5192308,5.21775369,14
3011-1,36,24,24,8005,0.267383642,153.9423077,5.036577907,14
3012-1,19,16,30,505,0.517448876,50.5,3.921973336,13
3013-1,26,26,30,5655,1.572838519,134.6428571,4.90262577,16
3014-1,37,0,40,7005,1.950486097,389.1666667,5.964007701,16
3015-1,20,8,40,2005,1.462452114,143.2142857,4.96434201,14
3016-1,25,27,30,3645,1.462515444,70.09615385,4.249867926,12
3017-1,24,40,40,11505,1.167023554,221.25,5.399293284,13
3018-1,27,32,40,10005,1.187318936,192.4038462,5.259596528,12
3019-1,57,40,40,7005,1.812379807,134.7115385,4.90313574,10
3020-1,27,40,40,9605,1.812386792,184.7115385,5.218795357,16
3021-1,37,40,40,7505,1.777243335,144.3269231,4.972081025,12
3022-1,30,40,15,6005,0.671714079,120.1,4.788324729,13
3023-1,22,25,30,5375,1.187646296,179.1666667,5.188316471,16
3024-1,38,40,40,21005,0.269079115,403.9423077,6.001272065,16
3025-1,40,60,60,7005,1.81269832,134.7115385,4.90313574,12
3026-1,53,40,40,10005,1.526684035,200.1,5.298817242,12
3027-1,38,50,50,14815,0.695904717,370.375,5.914516006,17
3028-1,23,0,40,8735,1.463374589,174.7,5.163070217,13
3029-1,37,12,12,805,0.269444194,100.625,4.611400736,16
3030-1,25,40,40,4005,1.463413704,100.125,4.606419405,12
3031-1,28,40,40,8845,0.35926979,170.0961538,5.136363888,12
3032-1,42,0,38,1505,1.463605557,125.4166667,4.831641527,12
3033-1,63,60,40,17005,1.189221628,340.1,5.829239692,14
3034-1,49,40,40,10005,0.817898661,192.4038462,5.259596528,12
3035-1,18,0,25,1005,0.269757584,38.65384615,3.654646282,11
3036-1,30,40,40,9745,1.509455498,187.4038462,5.233265893,13
3037-1,21,19,20,2505,1.393713523,48.17307692,3.874800295,15
3038-1,57,40,40,6005,1.528303605,115.4807692,4.749104016,12
3039-1,29,48,45,16005,0.80880709,307.7884615,5.729412734,13
3040-1,30,40,40,30005,0.977962278,625.1041667,6.437918303,17
3041-1,21,40,40,7805,0.818526838,150.0961538,5.011276114,12
3042-1,58,55,40,13175,1.464908011,263.5,5.574053368,12
3043-1,27,35,35,6655,0.994783826,127.9807692,4.851880012,12
3044-1,63,40,40,5505,1.814063173,105.8653846,4.662168331,10
3045-1,28,34,34,6005,1.190148294,125.1041667,4.829146724,12
3046-1,53,24,24,6475,0.978350174,124.5192308,4.824460168,12
3047-1,29,40,40,7805,1.509645488,150.0961538,5.011276114,15
3048-1,26,40,40,8245,1.190350391,161.6666667,5.085536602,12
3049-1,20,15,15,3805,1.190512907,76.1,4.332048265,13
3050-1,30,38,38,11215,0.417334959,215.6730769,5.373763728,17
3051-1,35,40,40,10005,0.271501485,192.4038462,5.259596528,12
3052-1,26,40,40,13495,1.729914919,337.375,5.821195071,19
3053-1,18,20,40,3005,0.819250941,100.1666667,4.606835465,12
3054-1,32,45,8,1505,1.190976705,30.1,3.404525172,12
3055-1,51,40,40,13005,1.465941779,250.0961538,5.521845459,12
3056-1,37,24,24,22005,0.417864881,423.1730769,6.047781261,16
3057-1,30,47,42,5995,0.272215344,157.7631579,5.061094908,12
3058-1,37,15,15,1305,0.905406661,36.25,3.590439381,12
3059-1,31,40,40,12005,1.063454431,230.8653846,5.44183479,15
3060-1,56,55,55,16005,1.466330606,307.7884615,5.729412734,14
3061-1,37,40,40,5005,1.171336975,96.25,4.566948973,12
3062-1,25,18,19,665,0.272769947,41.5625,3.727198318,12
3063-1,60,16,32,15445,0.362010673,297.0192308,5.693796887,16
3064-1,26,0,40,10845,0.790522434,208.5576923,5.340215705,16
3065-1,26,20,40,1505,0.609599985,83.61111111,4.426176419,16
3066-1,58,40,40,8025,1.530196983,154.3269231,5.039073229,8
3067-1,54,40,40,8045,1.866622828,164.1836735,5.100985761,12
3068-1,48,35,40,4005,0.464010518,77.01923077,4.344055141,8
3069-1,30,40,40,7305,1.792593393,140.4807692,4.945070606,12
3070-1,28,40,40,15005,0.699463766,288.5576923,5.664895039,12
3071-1,35,40,40,10005,0.981158111,192.4038462,5.259596528,14
3072-1,18,35,22,1565,1.303345431,30.09615385,3.404397384,11
3073-1,39,31,20,4625,0.362596009,98.40425532,4.589084048,15
3074-1,58,38,38,6665,0.385740772,128.1730769,4.853381514,14
3075-1,40,40,48,19105,1.817659009,367.4038462,5.906461641,12
3076-1,27,45,45,11955,0.274799764,229.9038462,5.437661161,16
3077-1,26,50,45,20005,0.981512014,384.7115385,5.952493803,12
3078-1,18,40,40,2105,1.81791652,70.16666667,4.250873364,12
3079-1,30,60,40,10805,0.981591642,207.7884615,5.33652055,15
3080-1,29,40,40,6505,1.818134915,125.0961538,4.829082672,10
3081-1,35,39,38,3305,1.128074247,110.1666667,4.701994371,9
3082-1,27,40,40,14005,0.342825428,269.3269231,5.595925969,16
3083-1,21,40,40,6205,0.275388826,119.3269231,4.781866979,12
3084-1,41,0,4,1285,1.469319221,80.3125,4.385925275,12
3085-1,36,30,25,3105,1.483615022,64.6875,4.169567983,10
3086-1,51,40,40,7345,0.275553204,141.25,4.95053137,10
3087-1,32,0,40,6005,0.524262898,127.7659574,4.850200133,12
3088-1,19,30,33,4185,1.469384413,99.64285714,4.601592365,12
3089-1,43,18,18,195,0.536897685,24.375,3.193558017,12
3090-1,34,17,17,1305,0.982844271,65.25,4.178226046,13
3091-1,25,40,40,13125,0.524554867,252.4038462,5.531030369,12
3092-1,38,45,40,19245,1.068584621,370.0961538,5.913762847,16
3093-1,19,52,40,6665,0.421760604,144.8913043,4.975983836,12
3094-1,60,40,40,6445,0.32881042,123.9423077,4.819816197,11
3095-1,40,30,36,3735,0.678339973,106.7142857,4.670155036,10
3096-1,33,40,40,15505,1.819344703,387.625,5.960038377,18
3097-1,60,40,40,11965,0.525287818,230.0961538,5.438497282,2
3098-1,38,40,40,9705,1.819399651,186.6346154,5.229152777,12
3099-1,31,0,40,5005,0.276643317,139.0277778,4.934673753,13
3100-1,18,45,45,545,0.27669128,34.0625,3.528197072,12
3101-1,26,40,40,12605,0.364827458,242.4038462,5.490605121,16
3102-1,32,40,40,11005,1.24393357,211.6346154,5.354861275,17
3103-1,25,30,30,405,0.702099875,50.625,3.924445525,13
3104-1,49,20,20,3735,0.554749742,71.82692308,4.274259379,7
3105-1,22,33,20,405,1.959655434,67.5,4.212127598,12
3106-1,49,0,5,2205,0.467243604,129.7058824,4.865269444,18
3107-1,29,40,40,10005,1.51532609,200.1,5.298817242,12
3108-1,28,38,25,8005,1.470905729,166.7708333,5.116620615,15
3109-1,22,40,40,9885,0.467394944,190.0961538,5.247530017,16
3110-1,25,40,40,8345,0.526648015,231.8055556,5.445898898,13
3111-1,37,0,24,625,0.824053772,69.44444444,4.240527072,12
3112-1,34,35,35,20505,0.889820047,525.7692308,6.264862392,17
3113-1,18,40,35,2425,1.471237279,101.0416667,4.615532973,10
3114-1,63,15,15,3645,0.849503092,70.09615385,4.249867926,10
3115-1,36,38,38,17605,1.245134976,338.5576923,5.824694513,12
3116-1,21,32,38,5005,1.471447758,96.25,4.566948973,14
3117-1,46,41,40,9005,1.471473835,173.1730769,5.154291539,8
3118-1,24,40,16,205,1.471664757,41,3.713572067,12
3119-1,41,40,40,14895,1.196441706,286.4423077,5.657537147,12
3120-1,18,20,20,2005,1.82103971,38.55769231,3.652155621,11
3121-1,23,40,40,9005,1.47183938,180.1,5.193512252,15
3122-1,33,30,30,5305,1.471851021,106.1,4.664382046,13
3123-1,19,58,30,3505,0.677180476,70.1,4.249922794,11
3124-1,57,40,40,7485,0.415425748,143.9423077,4.969412578,8
3125-1,64,38,38,11005,0.278788153,275.125,5.61722554,12
3126-1,65,40,40,35535,1.510435715,683.3653846,6.527029687,12
3127-1,21,0,40,2005,0.528345816,66.83333333,4.202201958,9
3128-1,54,24,24,4005,0.825282652,77.01923077,4.344055141,4
3129-1,30,40,40,8005,1.472539268,153.9423077,5.036577907,10
3130-1,21,40,40,7005,0.367483124,134.7115385,4.90313574,13
3131-1,34,36,36,11005,0.602363143,211.6346154,5.354861275,19
3132-1,19,0,20,1805,0.704313163,60.16666667,4.097118489,12
3133-1,57,40,40,10005,1.176886261,192.4038462,5.259596528,8
3134-1,31,50,40,5725,0.704571605,110.0961538,4.70135411,12
3135-1,53,35,35,3935,0.46928972,109.3055556,4.694147222,12
3136-1,28,30,40,10505,0.368268695,202.0192308,5.308362895,12
3137-1,58,40,40,17705,0.280388631,340.4807692,5.830358646,12
3138-1,52,40,40,7005,1.522284001,134.7115385,4.90313574,8
3139-1,44,40,40,5465,0.280516688,195.1785714,5.27391489,12
3140-1,29,48,38,16125,0.280593988,310.0961538,5.736882423,13
3141-1,39,40,40,15005,0.55763917,288.5576923,5.664895039,12
3142-1,42,40,40,6005,1.999512315,115.4807692,4.749104016,12
3143-1,37,0,40,1085,1.28284283,30.13888889,3.405816328,10
3144-1,39,21,25,6005,1.822788268,115.4807692,4.749104016,12
3145-1,41,40,40,12525,0.827486627,240.8653846,5.484238207,12
3146-1,45,14,4,605,1.981928013,30.25,3.409496184,12
3147-1,47,21,16,6005,1.903291792,153.974359,5.036786088,15
3148-1,34,40,40,8005,0.617516693,153.9423077,5.036577907,12
3149-1,26,38,38,9605,0.706609804,184.7115385,5.218795357,12
3150-1,22,40,40,2945,1.825685147,98.16666667,4.586666714,12
3151-1,21,3,25,2105,1.824032515,52.625,3.963191292,14
3152-1,33,20,20,2425,1.474146731,62.17948718,4.130025157,12
3153-1,22,30,30,1505,0.797548331,94.0625,4.543959455,12
3154-1,27,13,4,955,0.828362536,119.375,4.782269799,16
3155-1,41,40,40,24445,1.930044964,470.0961538,6.152937256,12
3156-1,47,40,40,25135,1.073055435,483.3653846,6.180772858,16
3157-1,25,40,40,5405,0.282003544,112.6041667,4.723878719,12
3158-1,60,40,40,9425,0.707299914,181.25,5.199877294,12
3159-1,24,20,20,8005,0.70750108,153.9423077,5.036577907,15
3160-1,31,40,40,9305,0.282445457,186.1,5.226284164,12
3161-1,55,40,16,3405,0.618624501,65.48076923,4.1817565,12
3162-1,36,38,38,22005,1.524021849,423.1730769,6.047781261,13
3163-1,59,50,50,22015,1.889003441,550.375,6.310599864,18
3164-1,39,6,6,825,0.64004818,27.5,3.314186005,17
3165-1,34,40,40,12005,1.802090555,230.8653846,5.44183479,12
3166-1,21,10,12,3005,1.284780912,62.60416667,4.136831836,15
3167-1,25,10,10,505,1.889291685,9.711538462,2.273314711,7
3168-1,18,40,40,4005,1.826051623,250.3125,5.522710137,12
3169-1,33,40,40,13615,0.708009116,324.1666667,5.781257787,18
3170-1,25,40,35,13005,1.826360822,260.1,5.561066172,12
3171-1,32,46,40,16005,0.991213601,307.7884615,5.729412734,13
3172-1,45,40,40,12005,1.200555824,230.8653846,5.44183479,12
3173-1,42,20,20,15005,1.200601924,288.5576923,5.664895039,12
3174-1,35,40,40,11085,1.347347163,213.1730769,5.362104403,15
3175-1,29,40,40,12005,1.93733722,230.8653846,5.44183479,16
3176-1,29,40,40,7505,0.283607282,150.1,5.011301739,12
3177-1,40,40,40,22125,0.283655245,567.3076923,6.340901824,20
3178-1,27,40,40,11005,0.532757025,211.6346154,5.354861275,16
3179-1,65,40,40,6795,0.532799866,130.6730769,4.872698608,9
3180-1,40,29,28,5005,1.827096567,125.125,4.829313238,12
3181-1,29,40,40,8505,1.476458739,163.5576923,5.097165786,14
3182-1,24,40,40,9005,1.827387139,173.1730769,5.154291539,16
3183-1,42,40,40,11585,0.815077219,222.7884615,5.406222718,12
3184-1,18,40,20,3005,1.827500295,120.2,4.789157022,10
3185-1,23,33,38,3005,0.867219642,75.125,4.319153393,8
3186-1,33,30,30,3645,0.39667543,70.09615385,4.249867926,12
3187-1,23,36,36,4005,0.28492976,77.01923077,4.344055141,16
3188-1,40,40,40,10405,1.29320519,200.0961538,5.29879802,12
3189-1,22,20,20,1005,0.534149818,19.32692308,2.961499102,14
3190-1,20,51,40,4285,0.710257795,82.40384615,4.411632112,11
3191-1,62,40,40,3605,0.519104768,69.32692308,4.238833331,7
3192-1,18,40,30,3765,1.828105655,75.3,4.321480135,12
3193-1,40,40,40,3125,1.020211261,130.2083333,4.869135732,12
3194-1,25,16,20,1605,0.336845871,55.34482759,4.013583206,12
3195-1,34,40,40,4165,0.372195616,173.5416667,5.156417724,13
3196-1,27,30,30,12005,1.966664568,400.1666667,5.991881127,14
3197-1,21,36,36,5905,1.878456213,113.5576923,4.73231101,12
3198-1,59,40,40,15005,1.966788433,288.5576923,5.664895039,12
3199-1,28,32,32,2005,0.895250123,83.54166667,4.425345509,16
3200-1,27,30,40,6685,0.286627095,128.5576923,4.856377771,12
3201-1,21,40,40,4895,1.079733018,135.9722222,4.912450617,12
3202-1,30,40,40,11505,0.833398663,221.25,5.399293284,12
3203-1,25,24,24,3055,0.801662914,138.8636364,4.933492418,15
3204-1,20,50,40,1555,1.058635302,29.90384615,3.397987106,8
3205-1,25,40,40,14045,1.478697639,270.0961538,5.598778021,18
3206-1,33,35,27,10265,1.478717662,205.3,5.324472324,18
3207-1,50,40,38,23675,1.267280895,455.2884615,6.120931199,12
3208-1,18,40,20,2005,1.829608344,38.55769231,3.652155621,12
3209-1,19,40,40,7805,0.885647256,150.0961538,5.011276114,12
3210-1,52,34,34,26725,0.287567731,580.9782609,6.364713339,19
3211-1,33,40,40,14705,0.802506693,367.625,5.907063397,7
3212-1,37,25,25,7285,0.530233607,140.0961538,4.942329,12
3213-1,33,30,30,2505,0.688859727,96.34615385,4.567947475,11
3214-1,51,0,40,13745,1.164909918,264.3269231,5.577186682,18
3215-1,25,35,35,5005,1.83018297,1001,6.908754779,12
3216-1,51,48,48,18905,1.896627713,363.5576923,5.895937998,15
3217-1,46,40,40,5495,0.2882923,105.6730769,4.660350148,7
3218-1,51,28,38,3055,0.834810082,67.88888889,4.217872382,12
3219-1,33,40,40,9005,0.288435258,225.125,5.416655803,12
3220-1,50,50,40,15415,0.288495328,428.1944444,6.059577402,18
3221-1,18,40,40,5305,1.192750409,102.0192308,4.625161332,12
3222-1,36,43,40,13005,1.830593683,250.0961538,5.521845459,12
3223-1,46,39,39,14045,0.288608484,270.0961538,5.598778021,12
3224-1,25,80,50,12005,0.761706382,230.8653846,5.44183479,12
3225-1,18,40,20,3505,0.328735914,87.625,4.473066345,12
3226-1,33,65,40,4685,0.374535564,90.09615385,4.500877476,10
3227-1,27,40,40,10805,0.2888483,207.7884615,5.33652055,16
3228-1,49,30,30,2205,0.859047286,110.25,4.702750514,10
3229-1,36,40,40,11105,1.395844854,213.5576923,5.363907018,11
3230-1,46,40,40,14005,1.54317962,269.3269231,5.595925969,9
3231-1,31,40,40,7195,1.910638064,138.3653846,4.929897901,13
3232-1,31,15,20,2725,0.538168941,55.6122449,4.018403409,12
3233-1,47,0,40,4005,1.831237227,102.6923077,4.631737213,12
3234-1,34,0,40,4145,0.289618503,106.2820513,4.666096421,12
3235-1,26,40,40,15065,0.375242438,289.7115385,5.668885733,13
3236-1,31,40,40,9005,1.107905991,180.1,5.193512252,13
3237-1,22,40,40,8505,1.481132582,163.5576923,5.097165786,15
3238-1,42,37,30,3905,1.745000947,130.1666667,4.868815681,12
3239-1,39,40,40,12005,0.714375637,230.8653846,5.44183479,13
3240-1,61,25,30,2005,0.998711213,50.125,3.914519886,12
3241-1,35,40,52,7525,0.872261822,156.7708333,5.054785079,12
3242-1,31,45,45,3215,0.836457592,123.6538462,4.817486099,12
3243-1,35,40,40,10155,0.836490653,195.2884615,5.274477755,12
3244-1,23,38,40,11735,0.886408612,230.0980392,5.438505476,16
3245-1,54,38,38,14805,0.63660834,284.7115385,5.651476522,12
3246-1,37,20,20,5625,0.401753932,200.8928571,5.302771717,17
3247-1,30,10,10,3005,0.763413962,57.78846154,4.056789128,9
3248-1,46,40,40,6735,1.481817104,129.5192308,4.86382937,12
3249-1,26,42,40,17595,0.999187585,338.3653846,5.824126331,13
3250-1,43,6,6,1205,0.291177072,23.17307692,3.142991127,13
3251-1,32,40,20,295,1.482337713,98.33333333,4.588363068,19
3252-1,57,40,40,13005,0.593964942,325.125,5.784209724,16
3253-1,22,24,38,6755,0.539906789,135.1,4.906015245,12
3254-1,53,40,40,9415,0.47962321,181.0576923,5.198815723,8
3255-1,23,40,32,1385,1.037250273,86.5625,4.460866696,12
3256-1,21,40,45,6605,1.832559239,150.1136364,5.011392583,10
3257-1,31,5,10,2005,1.882956363,47.73809524,3.865729721,14
3258-1,47,40,40,7385,1.895057037,142.0192308,4.955962476,12
3259-1,27,40,40,10005,0.772322994,192.4038462,5.259596528,13
3260-1,48,40,40,10005,1.968130935,192.4038462,5.259596528,17
3261-1,33,48,35,2005,0.948532484,66.83333333,4.202201958,10
3262-1,53,40,40,14105,0.2920595,271.25,5.603040905,12
3263-1,63,38,38,7085,1.156812999,136.25,4.914491434,13
3264-1,56,37,37,4445,0.541302375,96.63043478,4.570893751,12
3265-1,20,30,30,5005,0.292135868,100.1,4.606169686,12
3266-1,33,38,38,7005,0.489781611,134.7115385,4.90313574,12
3267-1,64,40,40,11005,1.833615825,275.125,5.61722554,12
3268-1,57,14,14,1505,0.908946618,28.94230769,3.365304459,10
3269-1,56,8,8,3805,1.940213144,73.17307692,4.292827552,12
3270-1,28,48,46,9885,1.833886374,190.0961538,5.247530017,11
3271-1,52,40,40,10005,0.949161127,192.4038462,5.259596528,13
3272-1,60,48,30,405,0.292565674,25.3125,3.231298345,9
3273-1,46,40,40,12505,0.292654149,240.4807692,5.482640125,12
3274-1,35,24,24,4355,1.940744463,83.75,4.427836171,12
3275-1,19,30,25,3255,0.592593104,62.59615385,4.136703836,12
3276-1,44,16,16,245,0.292777084,10.20833333,2.32320438,14
3277-1,31,40,40,5205,0.807839911,100.0961538,4.606131262,12
3278-1,52,40,40,4425,1.484016888,170.1923077,5.136929019,12
3279-1,37,30,30,6925,1.355191693,133.1730769,4.891649612,12
3280-1,45,12,13,3365,0.694257673,70.10416667,4.249982231,12
3281-1,29,40,40,7005,1.466187648,145.9375,4.983178448,10
3282-1,57,40,38,6635,0.877133571,130.0980392,4.868288314,7
3283-1,34,43,40,1475,0.840100925,105.3571429,4.657355939,12
3284-1,21,38,38,6005,0.379667152,127.7659574,4.850200133,12
3285-1,30,40,40,11555,1.83482375,222.2115385,5.403629804,12
3286-1,23,40,40,6805,1.459818333,154.6590909,5.041223281,12
3287-1,61,30,40,8005,1.485059969,222.3611111,5.404302687,14
3288-1,18,0,40,135,1.777627971,135,4.905274778,12
3289-1,56,0,12,25,0.294317491,0.480769231,-0.732367894,8
3290-1,50,40,40,1155,0.294452067,22.21153846,3.100611904,12
3291-1,39,40,40,2525,0.294466969,140.2777778,4.943624584,12
3292-1,44,40,40,10005,0.438497867,200.1,5.298817242,12
3293-1,44,43,43,12005,1.835414208,230.8653846,5.44183479,12
3294-1,48,0,40,13005,0.294754747,361.25,5.889570239,12
3295-1,37,28,40,8005,1.485603396,170.3191489,5.137674024,12
3296-1,32,35,35,10325,1.267611515,198.5576923,5.291079699,12
3297-1,26,38,38,10885,1.485757064,209.3269231,5.343897255,16
3298-1,44,25,25,5005,1.835874282,96.25,4.566948973,13
